"","x"
"4266","aababbababacc"
"4267","aac"
"4268","aac"
"4269","aacc"
"4270","aac"
"4271","aaabbaaaaaacc"
"4272","aaabacc"
"4273","aac"
"4274","aac"
"4275","aac"
"4276","aac"
"4277","aabaaaaacc"
"4278","aabaacc"
"4279","aabaacc"
"4280","aaabaaacc"
"4281","aac"
"4282","aabaacc"
"4283","aac"
"4284","aabaaabaaaaaabaaabaabaaaaacc"
"4285","aabababacc"
"4286","aac"
"4287","aabaacc"
"4288","aabaaabacc"
"4289","aac"
"4290","aac"
"4291","aac"
"4292","aababacc"
"4293","aac"
"4294","aac"
"4295","aacc"
"4296","aac"
"4297","aabbaaaaaaaaacc"
"4298","aac"
"4299","aaacc"
"4300","aac"
"4301","aac"
"4302","aac"
"4303","aabaacc"
"4304","aac"
"4305","aacc"
"4306","aac"
"4307","aaabaacc"
"4308","aaabaaaaaaacc"
"4309","aac"
"4310","aac"
"4311","aac"
"4312","aac"
"4313","aacacc"
"4314","aac"
"4315","aac"
"4316","aac"
"4317","aacc"
"4318","aababababaabababaaaacc"
"4319","aac"
"4320","aac"
"4321","aacc"
"4322","aac"
"4323","aac"
"4324","aabaaaababbaaaaababaaaaacc"
"4325","aac"
"4326","aabaabaaacc"
"4327","aac"
"4328","aac"
"4329","aac"
"4330","aacc"
"4331","aacc"
"4332","aaaac"
"4333","aac"
"4334","aac"
"4335","aaac"
"4336","aac"
"4337","aabaaaacc"
"4338","aac"
"4339","aabaaaacc"
"4340","bac"
"4341","aabaacc"
"4342","aaacc"
"4343","aac"
"4344","aabaacc"
"4345","aac"
"4346","aabacc"
"4347","aac"
"4348","aababacc"
"4349","aacc"
"4350","aac"
"4351","aababaaaaabababaaacc"
"4352","aaabababaaacc"
"4353","aacc"
"4354","aac"
"4355","aac"
"4356","aac"
"4357","aac"
"4358","aac"
"4359","aac"
"4360","aabaababababaaacc"
"4361","aabacc"
"4362","aabacc"
"4363","aabacc"
"4364","aacc"
"4365","aac"
"4366","aac"
"4367","aababaaaaaaacc"
"4368","abbaababaaaaaacc"
"4369","aababacc"
"4370","aac"
"4371","bbaacc"
"4372","babacc"
"4373","bbacc"
"4374","aac"
"4375","aac"
"4376","aabaacbaaaabaaabaaaabababababaaababaaaabaaaaccababaaaacc"
"4377","aac"
"4378","aabacc"
"4379","aababaaaaaacc"
"4380","aaabaababaacc"
"4381","aabacc"
"4382","aac"
"4383","aacc"
"4384","aaaaaaaabababaaaaacc"
"4385","aac"
"4386","aac"
"4387","aac"
"4388","aaabaaabacc"
"4389","aacc"
"4390","aabacc"
"4391","aacc"
"4392","aaaac"
"4393","aac"
"4394","aac"
"4395","aababacc"
"4396","aabaacc"
"4397","aaaaacc"
"4398","aacc"
"4399","aac"
"4400","aac"
"4401","aabacc"
"4402","aabaaacc"
"4403","aabacc"
"4404","aabaaaacc"
"4405","aac"
"4406","aaacc"
"4407","aabaaaacc"
"4408","aacc"
"4409","aabaaaaaacc"
"4410","aacc"
"4411","aac"
"4412","aabaacc"
"4413","aabaacc"
"4414","aac"
"4415","aac"
"4416","aac"
"4417","aabacc"
"4418","aababacc"
"4419","aabaaaacc"
"4420","aabacc"
"4421","aac"
"4422","aacc"
"4423","aabaaababaaaacc"
"4424","aacacc"
"4425","aac"
"4426","aac"
"4427","aac"
"4428","aaabacc"
"4429","aabacc"
"4430","aaaabacc"
"4431","aac"
"4432","aabacc"
"4433","aac"
"4434","aac"
"4435","aac"
"4436","aac"
"4437","aabacc"
"4438","aac"
"4439","aababacc"
"4440","aacc"
"4441","aacc"
"4442","aaacacc"
"4443","aac"
"4444","aaaacc"
"4445","aaaaaacc"
"4446","aababacc"
"4447","aacabaabababaacc"
"4448","ac"
"4449","aac"
"4450","aababaacc"
"4451","aabaabaaaaacc"
"4452","aac"
"4453","aaabacc"
"4454","aac"
"4455","aaacc"
"4456","aabacc"
"4457","aac"
"4458","aac"
"4459","aac"
"4460","aaacc"
"4461","aac"
"4462","aac"
"4463","aac"
"4464","aaaacc"
"4465","aaaacc"
"4466","aaaacc"
"4467","aaacc"
"4468","aaacc"
"4469","aac"
"4470","aac"
"4471","aac"
"4472","aac"
"4473","aacc"
"4474","aacc"
"4475","aacc"
"4476","aac"
"4477","aac"
"4478","aac"
"4479","aac"
"4480","aaaaacc"
"4481","aac"
"4482","aababacc"
"4483","aac"
"4484","aacc"
"4485","aaaacc"
"4486","aabaabaaacc"
"4487","aabacbacc"
"4488","aaacc"
"4489","aaacc"
"4490","babacc"
"4491","bacc"
"4492","bacc"
"4493","babacc"
"4494","aababababaaacc"
"4495","aabababbabababababbaaaaacc"
"4496","aabacc"
"4497","aabababacc"
"4498","aabacc"
"4499","aabaaaaaabaaaacc"
"4500","aabacc"
"4501","aabacc"
"4502","aabaaacc"
"4503","aabacc"
"4504","aababaaaccacc"
"4505","aabacc"
"4506","aac"
"4507","aabacc"
"4508","aac"
"4509","aaacc"
"4510","aac"
"4511","aac"
"4512","aac"
"4513","aac"
"4514","aababaaacabaaacc"
"4515","aaacc"
"4516","aac"
"4517","aabaaaaacc"
"4518","aac"
"4519","aababaacc"
"4520","aaababacc"
"4521","aac"
"4522","aacc"
"4523","aabaacc"
"4524","aabaacc"
"4525","aac"
"4526","aaabaaaabaacc"
"4527","aac"
"4528","aabaaacc"
"4529","aaacc"
"4530","aabaaaaacc"
"4531","aac"
"4532","aac"
"4533","aac"
"4534","aabacc"
"4535","aaabacc"
"4536","aac"
"4537","aaababababaaaabaaabaaaacc"
"4538","aac"
"4539","aabababacc"
"4540","aababaabacc"
"4541","aac"
"4542","aaabacc"
"4543","aac"
"4544","aac"
"4545","aabaaaacc"
"4546","aac"
"4547","aabacc"
"4548","aac"
"4549","aac"
"4550","aabacc"
"4551","aac"
"4552","aacacc"
"4553","aabaaabaaacc"
"4554","bacc"
"4555","bacc"
"4556","bababbaabaaaacc"
"4557","bacc"
"4558","aabaacc"
"4559","aacabaacc"
"4560","aabacc"
"4561","aacc"
"4562","aacc"
"4563","aac"
"4564","aaaacc"
"4565","aacacc"
"4566","aaaacc"
"4567","aaaaaacaabaaaaabaaacc"
"4568","aaaaaacc"
"4569","aac"
"4570","aaacc"
"4571","aaaacc"
"4572","aac"
"4573","aac"
"4574","aaacc"
"4575","aaacc"
"4576","aaaacc"
"4577","aac"
"4578","aac"
"4579","aac"
"4580","aababaaacc"
"4581","aac"
"4582","aac"
"4583","aabaacc"
"4584","aac"
"4585","aac"
"4586","aac"
"4587","aabaabaaacc"
"4588","aabaaaacc"
"4589","aabaababababaaacc"
"4590","aacc"
"4591","aabaabaaacc"
"4592","aabaacc"
"4593","aac"
"4594","aac"
"4595","aac"
"4596","aac"
"4597","aabaacc"
"4598","aac"
"4599","aac"
"4600","aac"
"4601","aabbabbaacc"
"4602","aac"
"4603","aac"
"4604","aac"
"4605","aac"
"4606","aac"
"4607","aac"
"4608","aac"
"4609","aaaacc"
"4610","aac"
"4611","aacacc"
"4612","aac"
"4613","aac"
"4614","aabacc"
"4615","aabacc"
"4616","aaaacacc"
"4617","aabacc"
"4618","aabaacc"
"4619","aac"
"4620","aac"
"4621","aac"
"4622","aaacc"
"4623","aac"
"4624","aacc"
"4625","aaaacc"
"4626","aac"
"4627","aababababababacc"
"4628","aabababababaacc"
"4629","aac"
"4630","aac"
"4631","aabacc"
"4632","aaaacc"
"4633","aac"
"4634","aacc"
"4635","aabaacc"
"4636","aabacc"
"4637","aabacc"
"4638","aabacc"
"4639","aabaacc"
"4640","aac"
"4641","aabaacc"
"4642","aac"
"4643","aacc"
"4644","aabaaaaaaaaaaaaacc"
"4645","aabacc"
"4646","aaabababaaaacc"
"4647","aabaacc"
"4648","aac"
"4649","aac"
"4650","aac"
"4651","aac"
"4652","aabaaacc"
"4653","aabaaacc"
"4654","aaabacc"
"4655","aabbabacc"
"4656","aabaaaacc"
"4657","aabacc"
"4658","aac"
"4659","aababaaacc"
"4660","aabaacc"
"4661","aacabacc"
"4662","bacc"
"4663","bacc"
"4664","bacc"
"4665","bbabacc"
"4666","bacc"
"4667","bacc"
"4668","bacc"
"4669","babacc"
"4670","bacc"
"4671","bacc"
"4672","bbacc"
"4673","babacc"
"4674","bbacc"
"4675","bacc"
"4676","bacc"
"4677","aaacc"
"4678","aac"
"4679","aabacc"
"4680","aabababaaacc"
"4681","aabababacc"
"4682","aabaaaabaacc"
"4683","aaaabaaaababaaacc"
"4684","aac"
"4685","aacc"
"4686","aabacc"
"4687","aacc"
"4688","aacc"
"4689","aacc"
"4690","abbbacc"
"4691","aacc"
"4692","aacc"
"4693","aabaaaacc"
"4694","aaaacc"
"4695","aababbaacc"
"4696","aaaababbabacc"
"4697","aababaacc"
"4698","aaaabaaacc"
"4699","aac"
"4700","aaabacc"
"4701","aaabacc"
"4702","aac"
"4703","aacc"
"4704","aac"
"4705","aabaaacc"
"4706","aabaacc"
"4707","aac"
"4708","aac"
"4709","aac"
"4710","aacabababaabaaaacc"
"4711","aac"
"4712","aaaac"
"4713","aac"
"4714","aac"
"4715","aac"
"4716","aabbaacc"
"4717","aac"
"4718","aac"
"4719","aaabaaaababaaaacc"
"4720","aac"
"4721","aaaac"
"4722","aabaababaaacc"
"4723","aacabaaacc"
"4724","aac"
"4725","aac"
"4726","aac"
"4727","aaaababaaccabaacc"
"4728","aac"
"4729","aac"
"4730","aac"
"4731","aac"
"4732","aaccacc"
"4733","aac"
"4734","aabacc"
"4735","baaaacc"
"4736","bacc"
"4737","babacc"
"4738","baacc"
"4739","bacc"
"4740","bacc"
"4741","babacc"
"4742","bacc"
"4743","bacc"
"4744","bacc"
"4745","bacc"
"4746","baacc"
"4747","bbacc"
"4748","aac"
"4749","aababacc"
"4750","aabaacc"
"4751","aac"
"4752","aabaaaacc"
"4753","aabacc"
"4754","aaaac"
"4755","aabaacc"
"4756","aabacc"
"4757","aabaacc"
"4758","aabacc"
"4759","aabacc"
"4760","aabbaaaacc"
"4761","aabacc"
"4762","aabbacc"
"4763","aacc"
"4764","aac"
"4765","bbacc"
"4766","babaaacc"
"4767","bababcc"
"4768","babbabcc"
"4769","bababcc"
"4770","bababcc"
"4771","bababcc"
"4772","bababcc"
"4773","bababcc"
"4774","bababcc"
"4775","bacc"
"4776","bacc"
"4777","bbacc"
"4778","bacc"
"4779","aacc"
"4780","aaacc"
"4781","aac"
"4782","aaabaacc"
"4783","aababaacc"
"4784","aabbcc"
"4785","aababacc"
"4786","aabaaaaabaaaaaaaabaaaaabaaabacc"
"4787","aababaaacc"
"4788","aabaaabacc"
"4789","aabaaabacc"
"4790","aabaaacc"
"4791","aabaaaacc"
"4792","aabaaaacc"
"4793","aac"
"4794","aac"
"4795","abacc"
"4796","aacc"
"4797","aababacabaaabacc"
"4798","aaacc"
"4799","aaabaababababaaababaababababaabaaaaacc"
"4800","aababacc"
"4801","aac"
"4802","aaacc"
"4803","bacc"
"4804","bacc"
"4805","bacc"
"4806","bacc"
"4807","bbacc"
"4808","bacc"
"4809","bacc"
"4810","aaaacc"
"4811","aac"
"4812","aacc"
"4813","aababababaaaacc"
"4814","aac"
"4815","aaaacc"
"4816","aabaaaacc"
"4817","aabaacc"
"4818","aabaaaabaacc"
"4819","aabaaaacc"
"4820","aababacc"
"4821","aacc"
"4822","aacc"
"4823","aabaaaacc"
"4824","aaaaaacc"
"4825","aac"
"4826","aabaaaacc"
"4827","aac"
"4828","aac"
"4829","aabaaacc"
"4830","aac"
"4831","aac"
"4832","aaaaacc"
"4833","aac"
"4834","aac"
"4835","aac"
"4836","aababbabaabababaaababababaaacc"
"4837","aac"
"4838","aacc"
"4839","aaaac"
"4840","aaaaaac"
"4841","aac"
"4842","aacc"
"4843","aacc"
"4844","aacc"
"4845","aac"
"4846","aacacc"
"4847","aacc"
"4848","aac"
"4849","aacc"
"4850","aabacc"
"4851","aacc"
"4852","aacc"
"4853","aacc"
"4854","aabaaacc"
"4855","aabbabacc"
"4856","aabacc"
"4857","aababaaacc"
"4858","aababacc"
"4859","aac"
"4860","aabababacc"
"4861","aac"
"4862","aac"
"4863","aac"
"4864","aac"
"4865","aaaacc"
"4866","aaababababaaacc"
"4867","aaaacc"
"4868","aac"
"4869","aaabaaacc"
"4870","aac"
"4871","aabaaababaaaaacc"
"4872","aabaabaaacc"
"4873","aababaabaacc"
"4874","aabaaacc"
"4875","aac"
"4876","aababaacc"
"4877","aabacc"
"4878","aabbabaabacc"
"4879","aabaabaaaacc"
"4880","aacc"
"4881","aac"
"4882","aacc"
"4883","aaacc"
"4884","aac"
"4885","aac"
"4886","aac"
"4887","aacc"
"4888","aac"
"4889","aabaacc"
"4890","aac"
"4891","aac"
"4892","aabacc"
"4893","aacc"
"4894","aac"
"4895","aabacc"
"4896","aacc"
"4897","aabababacc"
"4898","aac"
"4899","aacabbabacc"
"4900","aac"
"4901","aabaaaaaaaaacc"
"4902","aabbaabaaaaabaaaaaaaba"
"4903","aac"
"4904","aac"
"4905","aababaaaababaabacc"
"4906","aabaaacc"
"4907","aabaaaaacc"
"4908","aabacc"
"4909","aabacc"
"4910","aacabaaacc"
"4911","aabaaabaacc"
"4912","aaabaaacc"
"4913","bacc"
"4914","bacc"
"4915","babacc"
"4916","babaacc"
"4917","bacc"
"4918","babacc"
"4919","bbabacc"
"4920","bbacc"
"4921","bacc"
"4922","bacc"
"4923","bacc"
"4924","bacc"
"4925","babacc"
"4926","bacc"
"4927","bacc"
"4928","aac"
"4929","aac"
"4930","aabaaaaaababababaaaabaacc"
"4931","aac"
"4932","aabacc"
"4933","aac"
"4934","aabaaaacc"
"4935","aababaacc"
"4936","aac"
"4937","aacc"
"4938","aabacc"
"4939","aababababaaccabacbacc"
"4940","aac"
"4941","aabbacc"
"4942","aacc"
"4943","aacc"
"4944","aac"
"4945","aac"
"4946","aacacc"
"4947","aaaac"
"4948","aabbaaaacc"
"4949","aabaaaaaaaacc"
"4950","aababaacc"
"4951","aac"
"4952","aabacc"
"4953","aac"
"4954","aaabbabababaaacc"
"4955","aac"
"4956","aac"
"4957","aacc"
"4958","aac"
"4959","aaabaacc"
"4960","aac"
"4961","aac"
"4962","aac"
"4963","aac"
"4964","aababaaacc"
"4965","aacc"
"4966","aacc"
"4967","aaac"
"4968","aacc"
"4969","aacc"
"4970","aac"
"4971","aaacc"
"4972","aabaacc"
"4973","aac"
"4974","aaabaaacc"
"4975","aabaaaaaaaaaaaaacc"
"4976","aabababaacc"
"4977","aaaacc"
"4978","aababaaacc"
"4979","aacacc"
"4980","aac"
"4981","aac"
"4982","aacc"
"4983","aaccc"
"4984","aaabacc"
"4985","aacc"
"4986","aaaaabbaaaabababaabaaaaacc"
"4987","aacc"
"4988","aacc"
"4989","aacc"
"4990","aaccc"
"4991","aabaaabaaaaaacc"
"4992","aaccc"
"4993","aacc"
"4994","aacc"
"4995","baaaaaaaaacc"
"4996","baaacc"
"4997","baabaacc"
"4998","baaacababacc"
"4999","bacc"
"5000","baaacc"
"5001","bacc"
"5002","babaaaacc"
"5003","babaacc"
"5004","baaacc"
"5005","bababacc"
"5006","baacc"
"5007","bababababaaaacc"
"5008","baaacc"
"5009","bacc"
"5010","babaaacc"
"5011","babaacc"
"5012","babacc"
"5013","baaaaaaaaaaaaacc"
"5014","babaaaacc"
"5015","bacc"
"5016","bacc"
"5017","baaaacacc"
"5018","baaaacc"
"5019","aac"
"5020","aabacc"
"5021","aaaac"
"5022","aabaaaacc"
"5023","aac"
"5024","aac"
"5025","aabaaaaaaaacc"
"5026","aabaaaacc"
"5027","aac"
"5028","aabaaaaaaaaaaaacc"
"5029","aabaacc"
"5030","aaabaacc"
"5031","aac"
"5032","aaacc"
"5033","aaabaacc"
"5034","aac"
"5035","aabaaaaaaaaacc"
"5036","aac"
"5037","aac"
"5038","aacc"
"5039","aac"
"5040","aabacc"
"5041","aacc"
"5042","aabbaacc"
"5043","aac"
"5044","aac"
"5045","aaabaacc"
"5046","aacc"
"5047","aac"
"5048","aaaaaabbaaacc"
"5049","aaaacacc"
"5050","aac"
"5051","aac"
"5052","aacc"
"5053","aac"
"5054","aaaac"
"5055","aac"
"5056","aabaaaacc"
"5057","aaababaaaaacc"
"5058","aacc"
"5059","aac"
"5060","aac"
"5061","aac"
"5062","aababababacc"
"5063","aac"
"5064","aaccacc"
"5065","aacc"
"5066","aacc"
"5067","aababacc"
"5068","aaaaacc"
"5069","aababaaacc"
"5070","aababaacc"
"5071","aabbabaaaacc"
"5072","aabaaacc"
"5073","aac"
"5074","aacc"
"5075","aabababaaabaaabaaababbacc"
"5076","aac"
"5077","aac"
"5078","aababaaaaaababaaababaaacc"
"5079","aac"
"5080","aabababaacc"
"5081","aac"
"5082","aac"
"5083","aaacc"
"5084","aac"
"5085","aac"
"5086","aabaaacc"
"5087","aabaaaaacc"
"5088","aac"
"5089","aac"
"5090","aaabababacc"
"5091","aaabaabacc"
"5092","aac"
"5093","aac"
"5094","aacc"
"5095","aac"
"5096","aaac"
"5097","aacc"
"5098","aabaaacc"
"5099","aac"
"5100","aabaaaaaababababaaaaabaabacc"
"5101","aababacc"
"5102","aabaaaabaacc"
"5103","aac"
"5104","aac"
"5105","aabaaaaacc"
"5106","aabaabaabacc"
"5107","aacc"
"5108","aac"
"5109","aacc"
"5110","aac"
"5111","aacc"
"5112","aaacc"
"5113","aabaaacc"
"5114","aac"
"5115","aac"
"5116","aac"
"5117","aaac"
"5118","aac"
"5119","aabacc"
"5120","aabaaaaaacc"
"5121","aac"
"5122","aabaacc"
"5123","aac"
"5124","aac"
"5125","aac"
"5126","aac"
"5127","aac"
"5128","aababacc"
"5129","aac"
"5130","aababacc"
"5131","aabaaaacc"
"5132","aac"
"5133","aababaaaaaaabaaaaacc"
"5134","aaac"
"5135","aac"
"5136","aac"
"5137","aabaaabaaacc"
"5138","aaabacc"
"5139","aabaaaaaaaaaaaaacc"
"5140","aac"
"5141","aabaaacc"
"5142","aac"
"5143","aac"
"5144","aac"
"5145","aac"
"5146","aaacc"
"5147","aac"
"5148","aaabaaabaaacc"
"5149","bacc"
"5150","bacc"
"5151","babaacc"
"5152","bacc"
"5153","bacc"
"5154","bacc"
"5155","babacc"
"5156","bbacc"
"5157","bacc"
"5158","babacc"
"5159","bacc"
"5160","baacc"
"5161","aac"
"5162","aac"
"5163","aac"
"5164","aacc"
"5165","aac"
"5166","aac"
"5167","aac"
"5168","aabaaaacc"
"5169","aac"
"5170","aac"
"5171","aac"
"5172","aababacc"
"5173","aabaacc"
"5174","aabaacc"
"5175","aabacc"
"5176","aac"
"5177","aaabaaacc"
"5178","aac"
"5179","aacc"
"5180","aacc"
"5181","aac"
"5182","aacc"
"5183","aabaaaaaacc"
"5184","aabaababaaabababaacc"
"5185","aac"
"5186","aababaaabbabacc"
"5187","aababacc"
"5188","aacc"
"5189","aabaac"
"5190","aabaaaaaaaaaacc"
"5191","aac"
"5192","aabacc"
"5193","aac"
"5194","aac"
"5195","aac"
"5196","aac"
"5197","aaabacc"
"5198","aabbcc"
"5199","aac"
"5200","aabaacc"
"5201","aac"
"5202","aac"
"5203","aac"
"5204","aac"
"5205","aaababababaaacc"
"5206","aababaacc"
"5207","aabaaacc"
"5208","aac"
"5209","aacc"
"5210","aaacc"
"5211","aacc"
"5212","aababbabacc"
"5213","aabacc"
"5214","aabaaaaacc"
"5215","aabaaaaacc"
"5216","aababaaabacc"
"5217","aacc"
"5218","aacc"
"5219","aacc"
"5220","aabaaacc"
"5221","aacc"
"5222","aaaacc"
"5223","aaaac"
"5224","aabaacc"
"5225","aaaaaaaaaaaaaaaaababababababababaaababababacc"
"5226","aac"
"5227","aaaababaaababaaababaaababacc"
"5228","aac"
"5229","aac"
"5230","aababaaacc"
"5231","aababacc"
"5232","aabaaacc"
"5233","aac"
"5234","aaabaaababaaacc"
"5235","aabaabaaacc"
"5236","aabaaababababaaaaaaaaacc"
"5237","aac"
"5238","aac"
"5239","aac"
"5240","aac"
"5241","aababaaaacc"
"5242","aababacc"
"5243","aaacc"
"5244","aabacc"
"5245","aac"
"5246","aaaac"
"5247","aabaaacc"
"5248","aabaacc"
"5249","aac"
"5250","aac"
"5251","aaabaacc"
"5252","aabacc"
"5253","aac"
"5254","aabacc"
"5255","aac"
"5256","aabacc"
"5257","aababacc"
"5258","aaaabacc"
"5259","aaabacc"
"5260","aabaaacc"
"5261","aac"
"5262","aacc"
"5263","aac"
"5264","aacc"
"5265","aacc"
"5266","aabaaacc"
"5267","aabaaacc"
"5268","aabaacc"
"5269","aac"
"5270","aabaacc"
"5271","aabaaaaaaaaaaaababbacc"
"5272","aac"
"5273","aac"
"5274","aaaaac"
"5275","aac"
"5276","aabaaacc"
"5277","aabaaacc"
"5278","aababaaaababababababaaacc"
"5279","aacc"
"5280","aaaaaaaaaaacc"
"5281","aacc"
"5282","aac"
"5283","aaaaaabaaaaaaaacc"
"5284","aac"
"5285","aac"
"5286","aac"
"5287","aac"
"5288","aac"
"5289","aaacc"
"5290","aabababacc"
"5291","aabacc"
"5292","aababaaaacc"
"5293","aacacc"
"5294","aac"
"5295","aacc"
"5296","aacc"
"5297","aabacc"
"5298","aababacc"
"5299","aac"
"5300","aacacc"
"5301","aaabaaacc"
"5302","aababacc"
"5303","aabaaacc"
"5304","aac"
"5305","aabbaacc"
"5306","aac"
"5307","aac"
"5308","aac"
"5309","aaaaacc"
"5310","aac"
"5311","aac"
"5312","aac"
"5313","aabacc"
"5314","aac"
"5315","aabaacc"
"5316","aacc"
"5317","aabaaacc"
"5318","aabaaaacc"
"5319","aac"
"5320","aabacc"
"5321","aacc"
"5322","aac"
"5323","aac"
"5324","aacc"
"5325","aaabaacc"
"5326","aacc"
"5327","aacc"
"5328","aacc"
"5329","aaac"
"5330","aabacc"
"5331","aacc"
"5332","aac"
"5333","aac"
"5334","aacc"
"5335","aac"
"5336","aac"
"5337","aabacc"
"5338","aac"
"5339","aac"
"5340","aabaaabacc"
"5341","aac"
"5342","aaabababababaaabbacc"
"5343","aaaacc"
"5344","aac"
"5345","aac"
"5346","aacc"
"5347","aac"
"5348","aacc"
"5349","aabaabababaaabaaababacc"
"5350","aacc"
"5351","aabacc"
"5352","aac"
"5353","aac"
"5354","aababaaaaaaaaacc"
"5355","aabacc"
"5356","aababacc"
"5357","aac"
"5358","aac"
"5359","aac"
"5360","aac"
"5361","aac"
"5362","aaaabaaacc"
"5363","aaaaaaaac"
"5364","aaaac"
"5365","aabaacc"
"5366","aababacc"
"5367","aaaacc"
"5368","aac"
"5369","aacc"
"5370","aabbabaacc"
"5371","aababaaaaaaaababababacc"
"5372","aac"
"5373","aacc"
"5374","aac"
"5375","aac"
"5376","aacc"
"5377","aac"
"5378","aac"
"5379","aac"
"5380","baaacc"
"5381","bacc"
"5382","bababbaaacc"
"5383","bacc"
"5384","baaabaaacc"
"5385","bacc"
"5386","aabaaababaaaacc"
"5387","aacacc"
"5388","aababacc"
"5389","aac"
"5390","aaac"
"5391","aabacc"
"5392","aac"
"5393","aabacc"
"5394","aababacc"
"5395","aac"
"5396","aacc"
"5397","aaacc"
"5398","aacc"
"5399","aaacc"
"5400","aacc"
"5401","aababaacc"
"5402","aabaacc"
"5403","aacc"
"5404","aababacc"
"5405","aababaacc"
"5406","aac"
"5407","aac"
"5408","aac"
"5409","aaaac"
"5410","aac"
"5411","aac"
"5412","aababaaacc"
"5413","aabacc"
"5414","aababaacc"
"5415","aac"
"5416","aac"
"5417","aac"
"5418","aabaaaacc"
"5419","aababaacc"
"5420","aac"
"5421","aac"
"5422","aabacc"
"5423","aababababaacc"
"5424","aabaaaacc"
"5425","aabaacc"
"5426","aabaaaacc"
"5427","aababacc"
"5428","aabacc"
"5429","aabacc"
"5430","aacc"
"5431","aabaaacc"
"5432","aacc"
"5433","aac"
"5434","aabaaacc"
"5435","aac"
"5436","aac"
"5437","aababacc"
"5438","aac"
"5439","aac"
"5440","aac"
"5441","aabbababbabacc"
"5442","aababacc"
"5443","aac"
"5444","aac"
"5445","aabababaabaaaabacc"
"5446","aababababacc"
"5447","aacacc"
"5448","aababaaacc"
"5449","aababaabaacc"
"5450","aaabaaabacc"
"5451","aac"
"5452","aababacc"
"5453","aac"
"5454","babacc"
"5455","bbacc"
"5456","bacc"
"5457","bacc"
"5458","bacc"
"5459","baacc"
"5460","bacc"
"5461","bacc"
"5462","bacc"
"5463","bacc"
"5464","babaaaaacc"
"5465","aac"
"5466","aac"
"5467","abbacc"
"5468","aac"
"5469","aabababacc"
"5470","aaaaac"
"5471","aabaacc"
"5472","aac"
"5473","aabaaaaaaaaacc"
"5474","aac"
"5475","aabaaacc"
"5476","aabaaaaabaaaacc"
"5477","aaacc"
"5478","aacc"
"5479","aacacc"
"5480","aabababababacc"
"5481","aacc"
"5482","aabaacc"
"5483","aabaaaaaac"
"5484","aac"
"5485","aac"
"5486","aac"
"5487","aaaaaacc"
"5488","aacc"
"5489","aaaacc"
"5490","aac"
"5491","aacc"
"5492","aac"
"5493","aabbacc"
"5494","aabbabaacc"
"5495","aacc"
"5496","aacc"
"5497","aabbabac"
"5498","aabaacc"
"5499","aac"
"5500","aababababacc"
"5501","aabaaacc"
"5502","aac"
"5503","aac"
"5504","aac"
"5505","aac"
"5506","aacc"
"5507","aaaaacc"
"5508","aacc"
"5509","aababacc"
"5510","aacc"
"5511","aacc"
"5512","aac"
"5513","aaababbababababababaaaacc"
"5514","aac"
"5515","aabacc"
"5516","aababacc"
"5517","aac"
"5518","aac"
"5519","aac"
"5520","aabaaaabbaaaaaaacc"
"5521","aac"
"5522","aac"
"5523","aabaaaacc"
"5524","aac"
"5525","bababaaababacc"
"5526","baaacc"
"5527","bacbaabaacc"
"5528","bacc"
"5529","bababacc"
"5530","babacc"
"5531","babaacc"
"5532","babaaacc"
"5533","baaacc"
"5534","baabaaaacccaabaaaacc"
"5535","babaaacc"
"5536","baababaaacc"
"5537","baaaababababaaaaaaaacc"
"5538","babaaacc"
"5539","bacc"
"5540","baaaaacc"
"5541","bababacc"
"5542","babacc"
"5543","bacaac"
"5544","bacbaaacc"
"5545","baaaaacc"
"5546","babacc"
"5547","babababaaaaaaacc"
"5548","aababaacc"
"5549","aababacc"
"5550","aac"
"5551","aaac"
"5552","aac"
"5553","aac"
"5554","aac"
"5555","aac"
"5556","aaacc"
"5557","aaacc"
"5558","aacc"
"5559","aacc"
"5560","aacc"
"5561","aabbabacc"
"5562","aac"
"5563","aac"
"5564","aac"
"5565","aaacc"
"5566","aacc"
"5567","aac"
"5568","aaacc"
"5569","aabbcc"
"5570","aac"
"5571","aabacc"
"5572","aac"
"5573","aacacc"
"5574","aababacc"
"5575","aac"
"5576","aac"
"5577","aaacc"
"5578","aabaacc"
"5579","aacc"
"5580","aac"
"5581","aabaacc"
"5582","aababaaaaaaacc"
"5583","aaaacc"
"5584","aac"
"5585","aaaacc"
"5586","aacc"
"5587","aacc"
"5588","aacc"
"5589","aabaaaaaacc"
"5590","aac"
"5591","aabbacc"
"5592","aaacc"
"5593","aababacc"
"5594","aacc"
"5595","aac"
"5596","aababaaacc"
"5597","aabacc"
"5598","aababababababacc"
"5599","aac"
"5600","aababaaababacc"
"5601","aababaaaaaaabababaaaaaaacc"
"5602","aaaaababaacc"
"5603","aac"
"5604","aaaababababababacc"
"5605","aac"
"5606","aac"
"5607","aac"
"5608","aacc"
"5609","aaabbaacc"
"5610","aabacc"
"5611","aaacc"
"5612","aaacc"
"5613","aababaaaacc"
"5614","aacc"
"5615","aaabaaaaabaaacc"
"5616","aaabaacc"
"5617","aac"
"5618","aaababababacc"
"5619","aac"
"5620","aabbaaabaaaaaacc"
"5621","aabbacc"
"5622","aaabababacc"
"5623","aaabababacc"
"5624","aaaac"
"5625","aabaaaacc"
"5626","aac"
"5627","aacc"
"5628","aac"
"5629","aabaacc"
"5630","aabaacc"
